,연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고,시리즈
1247,2019,,18:30,삼성1vs7KIA,리뷰,하이라이트,KN-T,T-R,광주,-,"0,9"
1248,2019,,18:30,두산1vs4한화,리뷰,하이라이트,SPO-T,TJ-RTM-R,대전,-,"0,9"
1249,2019,06.12(수),18:30,롯데3vs4LG,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1250,2019,,18:30,키움5vs4NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1251,2019,,18:30,SK6vs3KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1252,2019,,18:30,삼성3vs7KIA,리뷰,하이라이트,KN-T,T-R,광주,-,"0,9"
1253,2019,,18:30,두산9vs6한화,리뷰,하이라이트,SPO-T,TJ-RTM-R,대전,-,"0,9"
1254,2019,06.13(목),18:30,롯데3vs4LG,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1255,2019,,18:30,키움1vs3NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1256,2019,,18:30,SK1vs5KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1257,2019,,18:30,삼성2vs3KIA,리뷰,하이라이트,KN-T,T-R,광주,-,"0,9"
1258,2019,,18:30,두산7vs2한화,리뷰,하이라이트,SPO-T,TJ-RTM-R,대전,-,"0,9"
1259,2019,06.14(금),18:30,LG4vs7두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1260,2019,,18:30,NC3vs7SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1261,2019,,18:30,KT4vs7삼성,리뷰,하이라이트,SPO-2T,T-RDM-R,대구,-,"0,9"
1262,2019,,18:30,한화7vs8키움,리뷰,하이라이트,MS-T,,고척,-,"0,9"
1263,2019,,19:00,KIAvs롯데,,,KN-T,KNN-RPM-R,사직,우천취소,"0,9"
1264,2019,06.15(토),17:00,LG4vs3두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1265,2019,,17:00,NC0vs4SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1266,2019,,17:00,KIA0vs7롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1267,2019,,17:00,KT10vs7삼성,리뷰,하이라이트,SPO-2T,T-R,대구,-,"0,9"
1268,2019,,17:00,한화3vs8키움,리뷰,하이라이트,MS-T,,고척,-,"0,9"
1269,2019,06.16(일),17:00,LG3vs5두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1270,2019,,17:00,NC2vs9SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1271,2019,,17:00,KIA5vs10롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1272,2019,,17:00,KT3vs1삼성,리뷰,하이라이트,SPO-2T,T-R,대구,-,"0,9"
1273,2019,,17:00,한화6vs9키움,리뷰,하이라이트,MS-T,,고척,-,"0,9"
1274,2019,06.18(화),18:30,NC7vs10두산,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1275,2019,,18:30,LG5vs12삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
1276,2019,,18:30,SK2vs4KIA,리뷰,하이라이트,SS-TK-CMB,,광주,-,"0,9"
1277,2019,,18:30,KT2vs3키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1278,2019,,18:30,롯데11vs3한화,리뷰,하이라이트,KN-TD-CMB,TJ-RKNN-RTM-R,대전,-,"0,9"
1279,2019,06.19(수),18:30,NC0vs1두산,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1280,2019,,18:30,LG9vs6삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
1281,2019,,18:30,SK7vs1KIA,리뷰,하이라이트,SS-TK-CMB,,광주,-,"0,9"
1282,2019,,18:30,KT2vs8키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1283,2019,,18:30,롯데7vs5한화,리뷰,하이라이트,KN-TD-CMB,TJ-RKNN-RTM-R,대전,-,"0,9"
1284,2019,06.20(목),18:30,NC2vs14두산,리뷰,하이라이트,MS-T,KNN-R,잠실,-,"0,9"
1285,2019,,18:30,LG11vs3삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
1286,2019,,18:30,SK5vs8KIA,리뷰,하이라이트,SS-TK-CMB,,광주,-,"0,9"
1287,2019,,18:30,KT1vs3키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1288,2019,,18:30,롯데7vs10한화,리뷰,하이라이트,KN-TD-CMB,TJ-RKNN-RTM-R,대전,-,"0,9"
1289,2019,06.21(금),18:30,KIA8vs9LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1290,2019,,18:30,두산1vs14SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1291,2019,,18:30,NC0vs5KT,리뷰,하이라이트,SPO-2T,KNN-R,수원,-,"0,9"
1292,2019,,18:30,삼성5vs2한화,리뷰,하이라이트,KN-TD-CMB,T-RTM-R,대전,-,"0,9"
1293,2019,,19:00,키움7vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1294,2019,06.22(토),17:00,KIA3vs2LG,리뷰,하이라이트,SS-T,S-R,잠실,-,"0,9"
1295,2019,,17:00,두산0vs3SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1296,2019,,17:00,키움1vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1297,2019,,17:00,NC7vs6KT,리뷰,하이라이트,SPO-2T,KNN-R,수원,-,"0,9"
1298,2019,,17:00,삼성0vs5한화,리뷰,하이라이트,KN-TD-CMB,T-RTM-R,대전,-,"0,9"
1299,2019,06.23(일),17:00,KIA7vs0LG,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
1300,2019,,17:00,두산2vs3SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
1301,2019,,17:00,키움1vs2롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1302,2019,,17:00,NC2vs4KT,리뷰,하이라이트,SPO-2T,KNN-R,수원,-,"0,9"
1303,2019,,17:00,삼성10vs5한화,리뷰,하이라이트,KN-TD-CMB,T-RTM-R,대전,-,"0,9"
1304,2019,06.25(화),18:30,SK8vs3LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1305,2019,,18:30,KT8vs8롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1306,2019,,18:30,한화14vs3NC,리뷰,하이라이트,KN-T,KNN-RGM-R,창원,-,"0,9"
1307,2019,,18:30,KIA3vs7키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1308,2019,,18:30,두산2vs11삼성,리뷰,하이라이트,SS-T,T-R,포항,-,"0,9"
1309,2019,06.26(수),18:30,SK7vs4LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1310,2019,,18:30,KTvs롯데,,,MS-T,KNN-RPM-R,사직,우천취소,"0,9"
1311,2019,,18:30,한화vsNC,,,KN-T,KNN-RGM-R,창원,우천취소,"0,9"
1312,2019,,18:30,KIA13vs6키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1313,2019,,18:30,두산vs삼성,,,SS-T,T-R,포항,우천취소,"0,9"
1314,2019,06.27(목),18:30,SK4vs6LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1315,2019,,18:30,KT10vs2롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1316,2019,,18:30,한화5vs10NC,리뷰,하이라이트,KN-T,KNN-RGM-R,창원,-,"0,9"
1317,2019,,18:30,KIA2vs8키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1318,2019,,18:30,두산9vs1삼성,리뷰,하이라이트,SS-T,T-R,포항,-,"0,9"
1319,2019,06.28(금),18:30,롯데2vs3두산,리뷰,하이라이트,SS-T,KNN-R,잠실,-,"0,9"
1320,2019,,18:30,SK3vs9삼성,리뷰,하이라이트,MS-T,T-RDM-R,대구,-,"0,9"
1321,2019,,18:30,KIA1vs9KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1322,2019,,18:30,키움6vs5한화,리뷰,하이라이트,KN-TD-CMB,TM-R,대전,-,"0,9"
1323,2019,,19:00,LG6vs2NC,리뷰,하이라이트,SPO-T,KNN-RGM-R,창원,-,"0,9"
1324,2019,06.29(토),17:00,롯데4vs0두산,리뷰,하이라이트,SS-T,KNN-R,잠실,-,"0,9"
1325,2019,,17:00,SKvs삼성,,,MS-T,T-R,대구,우천취소,"0,9"
1326,2019,,17:00,LGvsNC,,,SPO-T,KNN-RGM-R,창원,우천취소,"0,9"
1327,2019,,17:00,KIA3vs5KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1328,2019,,17:00,키움vs한화,,,KN-TD-CMB,,대전,우천취소,"0,9"
1329,2019,06.30(일),17:00,롯데4vs0두산,리뷰,하이라이트,SS-T,KNN-R,잠실,-,"0,9"
1330,2019,,17:00,SK14vs7삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
1331,2019,,17:00,LG1vs9NC,리뷰,하이라이트,SPO-T,KNN-RGM-R,창원,-,"0,9"
1332,2019,,17:00,KIA3vs4KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
1333,2019,,17:00,키움6vs4한화,리뷰,하이라이트,KN-TD-CMB,,대전,-,"0,9"
1334,2019,07.02(화),18:30,한화2vs9LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1335,2019,,18:30,롯데1vs10SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1336,2019,,18:30,삼성3vs5KT,리뷰,하이라이트,KN-T,T-R,수원,-,"0,9"
1337,2019,,18:30,NC3vs5KIA,리뷰,하이라이트,MS-TK-CMB,KNN-R,광주,-,"0,9"
1338,2019,,18:30,두산3vs6키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
1339,2019,07.03(수),18:30,한화1vs6LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1340,2019,,18:30,롯데5vs8SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1341,2019,,18:30,삼성0vs3KT,리뷰,하이라이트,KN-T,T-R,수원,-,"0,9"
1342,2019,,18:30,NC8vs4KIA,리뷰,하이라이트,MS-TK-CMB,KNN-R,광주,-,"0,9"
1343,2019,,18:30,두산3vs1키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
1344,2019,07.04(목),18:30,한화3vs4LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1345,2019,,18:30,롯데7vs9SK,리뷰,하이라이트,SS-T,KNN-R,문학,-,"0,9"
1346,2019,,18:30,삼성3vs5KT,리뷰,하이라이트,KN-T,T-R,수원,-,"0,9"
1347,2019,,18:30,NC9vs3KIA,리뷰,하이라이트,MS-TK-CMB,KNN-R,광주,-,"0,9"
1348,2019,,18:30,두산4vs1키움,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
1349,2019,07.05(금),18:30,SK8vs6두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1350,2019,,18:30,LG1vs6KIA,리뷰,하이라이트,MS-TK-CMB,,광주,-,"0,9"
1351,2019,,18:30,롯데1vs14키움,리뷰,하이라이트,KN-T,KNN-R,고척,-,"0,9"
1352,2019,,18:30,KT10vs3한화,리뷰,하이라이트,SPO-2TD-CMB,TM-R,대전,-,"0,9"
1353,2019,,19:00,삼성3vs7NC,리뷰,하이라이트,SS-T,T-RKNN-RGM-R,창원,-,"0,9"
1354,2019,07.06(토),18:00,SK4vs2두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1355,2019,,18:00,삼성2vs2NC,리뷰,하이라이트,SS-T,T-RKNN-RGM-R,창원,-,"0,9"
1356,2019,,18:00,LG0vs7KIA,리뷰,하이라이트,MS-TK-CMB,,광주,-,"0,9"
1357,2019,,18:00,롯데4vs6키움,리뷰,하이라이트,KN-T,KNN-R,고척,-,"0,9"
1358,2019,,18:00,KT8vs9한화,리뷰,하이라이트,SPO-2TD-CMB,TM-R,대전,-,"0,9"
1359,2019,07.07(일),18:00,SK4vs5두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1360,2019,,18:00,삼성4vs2NC,리뷰,하이라이트,SS-T,T-RKNN-RGM-R,창원,-,"0,9"
1361,2019,,18:00,LG10vs9KIA,리뷰,하이라이트,MS-TK-CMB,,광주,-,"0,9"
1362,2019,,18:00,롯데2vs5키움,리뷰,하이라이트,KN-T,KNN-R,고척,-,"0,9"
1363,2019,,18:00,KT4vs3한화,리뷰,하이라이트,SPO-2TD-CMB,TM-R,대전,-,"0,9"
1364,2019,07.09(화),18:30,두산11vs4LG,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
1365,2019,,18:30,NC1vs4롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
1366,2019,,18:30,KIA2vs3삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
1367,2019,,18:30,키움12vs3KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1368,2019,,18:30,SK0vs1한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RTM-R,대전,-,"0,9"
1369,2019,07.10(수),18:30,두산vsLG,,,MS-T,,잠실,우천취소,"0,9"
1370,2019,,18:30,NCvs롯데,,,SS-T,KNN-RPM-R,사직,우천취소,"0,9"
1371,2019,,18:30,KIAvs삼성,,,SPO-T,T-RDM-R,대구,우천취소,"0,9"
1372,2019,,18:30,키움vsKT,,,KN-T,,수원,우천취소,"0,9"
1373,2019,,18:30,SKvs한화,,,SPO-2TD-CMB,TJ-RTM-R,대전,우천취소,"0,9"
1374,2019,07.11(목),18:30,두산8vs4LG,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
1375,2019,,18:30,NC4vs0롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
1376,2019,,18:30,KIA2vs4삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
1377,2019,,18:30,키움4vs2KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1378,2019,,18:30,SK5vs1한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RTM-R,대전,-,"0,9"
1379,2019,07.12(금),18:30,삼성6vs3LG,리뷰,하이라이트,SPO-T,T-R,잠실,-,"0,9"
1380,2019,,18:30,키움6vs2SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
1381,2019,,18:30,한화0vs5KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1382,2019,,19:00,두산1vs2롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1383,2019,,19:00,KT8vs9NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1384,2019,07.13(토),18:00,삼성3vs5LG,리뷰,하이라이트,SPO-T,T-R,잠실,-,"0,9"
1385,2019,,18:00,키움2vs4SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
1386,2019,,18:00,두산4vs3롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1387,2019,,18:00,KT13vs3NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1388,2019,,18:00,한화10vs5KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1389,2019,07.14(일),18:00,삼성0vs2LG,리뷰,하이라이트,SPO-T,T-R,잠실,-,"0,9"
1390,2019,,18:00,키움3vs4SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
1391,2019,,18:00,두산8vs2롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1392,2019,,18:00,KT4vs1NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1393,2019,,18:00,한화7vs10KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1394,2019,07.16(화),18:30,KT7vs2두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1395,2019,,18:30,LG4vs10SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1396,2019,,18:30,롯데vsKIA,,,SS-TK-CMB,KNN-R,광주,우천취소,"0,9"
1397,2019,,18:30,삼성0vs6키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1398,2019,,18:30,NC3vs2한화,리뷰,하이라이트,SPO-TD-CMB,TJ-RKNN-R,청주,-,"0,9"
1399,2019,07.17(수),18:30,KT6vs4두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1400,2019,,18:30,LG2vs8SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1401,2019,,18:30,롯데1vs3KIA,리뷰,하이라이트,SS-TK-CMB,KNN-R,광주,-,"0,9"
1402,2019,,18:30,삼성6vs10키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1403,2019,,18:30,NC14vs1한화,리뷰,하이라이트,SPO-TD-CMB,TJ-RKNN-R,청주,-,"0,9"
1404,2019,07.18(목),18:30,KT7vs4두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1405,2019,,18:30,LG12vs5SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1406,2019,,18:30,롯데6vs3KIA,리뷰,하이라이트,SS-TK-CMB,KNN-R,광주,-,"0,9"
1407,2019,,18:30,삼성1vs5키움,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
1408,2019,,18:30,NC7vs4한화,리뷰,하이라이트,SPO-TD-CMB,TJ-RKNN-R,청주,-,"0,9"
1409,2019,07.20(토),18:00,드림vs나눔,,,KN-TMS-TSS-TSPO-TSPO-2T,,창원,우천취소,"0,9"
1410,2019,07.21(일),18:00,드림9vs7나눔,리뷰,하이라이트,KN-TMS-TSS-TSPO-TSPO-2T,,창원,-,"0,9"
1411,2019,07.26(금),18:30,KIAvs두산,,,SPO-2T,,잠실,우천취소,"0,9"
1412,2019,,18:30,한화8vs9삼성,리뷰,하이라이트,SS-T,T-RDM-R,대구,-,"0,9"
1413,2019,,18:30,LGvsKT,,,SPO-T,,수원,우천취소,"0,9"
1414,2019,,18:30,NC4vs5키움,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
1415,2019,,19:00,SK8vs6롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1416,2019,07.27(토),18:00,KIA1vs12두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1417,2019,,18:00,SK4vs0롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1418,2019,,18:00,한화6vs7삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
1419,2019,,18:00,LG5vs2KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
1420,2019,,18:00,NC1vs4키움,리뷰,하이라이트,MS-T,S-RKNN-R,고척,-,"0,9"
1421,2019,07.28(일),18:00,KIAvs두산,,,SPO-2T,,잠실,우천취소,"0,9"
1422,2019,,18:00,SK3vs0롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
1423,2019,,18:00,한화6vs13삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
1424,2019,,18:00,LG10vs1KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
1425,2019,,18:00,NC11vs0키움,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
1426,2019,07.30(화),18:30,키움4vs2LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1427,2019,,18:30,KIA2vs0SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
1428,2019,,18:30,롯데2vs5삼성,리뷰,하이라이트,SS-T,T-RKNN-R,대구,-,"0,9"
1429,2019,,18:30,두산9vs1NC,리뷰,하이라이트,SPO-TGM-T,KNN-R,창원,-,"0,9"
1430,2019,,18:30,한화2vs3KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1431,2019,07.31(수),18:30,키움8vs0LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1432,2019,,18:30,KIA6vs2SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
1433,2019,,18:30,롯데8vs4삼성,리뷰,하이라이트,SS-T,T-RKNN-RDM-R,대구,-,"0,9"
1434,2019,,18:30,두산4vs8NC,리뷰,하이라이트,SPO-TGM-T,KNN-R,창원,-,"0,9"
1435,2019,,18:30,한화5vs2KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1436,2019,08.01(목),18:30,키움5vs11LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1437,2019,,18:30,KIA1vs10SK,리뷰,하이라이트,MS-T,,문학,-,"0,9"
1438,2019,,18:30,롯데9vs4삼성,리뷰,하이라이트,SS-T,T-RKNN-RDM-R,대구,-,"0,9"
1439,2019,,18:30,두산3vs2NC,리뷰,하이라이트,SPO-TGM-T,KNN-R,창원,-,"0,9"
1440,2019,,18:30,한화3vs1KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1441,2019,08.03(토),18:00,삼성10vs13LG,리뷰,하이라이트,SPO-T,T-R,잠실,-,"0,9"
1442,2019,,18:00,두산1vs2롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1443,2019,,18:00,NC1vs5KIA,리뷰,하이라이트,KN-TK-CMB,KNN-R,광주,-,"0,9"
1444,2019,,18:00,KT7vs1키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
1445,2019,,18:00,SK3vs0한화,리뷰,하이라이트,SPO-2TD-CMB,,대전,-,"0,9"
1446,2019,08.04(일),17:00,삼성2vs1LG,리뷰,하이라이트,SPO-T,T-R,잠실,-,"0,9"
1447,2019,,17:00,NC0vs1KIA,리뷰,하이라이트,KN-TK-CMB,KNN-R,광주,-,"0,9"
1448,2019,,17:00,KT5vs3키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
1449,2019,,17:00,SK2vs8한화,리뷰,하이라이트,SPO-2TD-CMB,,대전,-,"0,9"
1450,2019,,18:00,두산4vs9롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1451,2019,08.06(화),18:30,한화3vs8두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1452,2019,,18:30,KT3vs0SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1453,2019,,18:30,삼성vsNC,,,MS-T,T-RKNN-RGM-R,창원,우천취소,"0,9"
1454,2019,,18:30,LG17vs4KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1455,2019,,18:30,키움vs롯데,,,SS-T,KNN-RPM-R,울산,우천취소,"0,9"
1456,2019,08.07(수),18:30,한화7vs5두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
1457,2019,,18:30,KT2vs5SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
1458,2019,,18:30,삼성1vs2NC,리뷰,하이라이트,MS-T,T-RKNN-RGM-R,창원,-,"0,9"
1459,2019,,18:30,LG5vs10KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1460,2019,,18:30,키움16vs4롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,울산,-,"0,9"
1461,2019,08.08(목),18:30,KT2vs7두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
1462,2019,,18:30,롯데8vs0삼성,리뷰,하이라이트,MS-T,T-RKNN-RDM-R,대구,-,"0,9"
1463,2019,,18:30,LG2vs13NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,창원,-,"0,9"
1464,2019,,18:30,한화2vs5KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1465,2019,,18:30,SK6vs1키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
1466,2019,08.09(금),18:30,KT1vs3두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
1467,2019,,18:30,롯데6vs3삼성,리뷰,하이라이트,MS-T,T-RKNN-RDM-R,대구,-,"0,9"
1468,2019,,18:30,한화4vs10KIA,리뷰,하이라이트,SPO-TK-CMB,,광주,-,"0,9"
1469,2019,,18:30,SK4vs5키움,리뷰,하이라이트,SS-T,,고척,-,"0,9"
1470,2019,,19:00,LG5vs2NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,창원,-,"0,9"
1471,2019,08.10(토),18:00,SK2vs0LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1472,2019,,18:00,KIA7vs2삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
1473,2019,,18:00,롯데4vs7NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1474,2019,,18:00,한화4vs5KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1475,2019,,18:00,두산2vs10키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1476,2019,08.11(일),17:00,SK3vs4LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1477,2019,,17:00,KIA4vs5삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
1478,2019,,17:00,롯데1vs9NC,리뷰,하이라이트,SS-T,KNN-RGM-R,창원,-,"0,9"
1479,2019,,17:00,한화6vs4KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
1480,2019,,17:00,두산12vs7키움,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
1481,2019,08.13(화),18:30,키움7vs8LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1482,2019,,18:30,삼성1vs4SK,리뷰,하이라이트,MS-T,T-R,문학,-,"0,9"
1483,2019,,18:30,KT5vs6롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
1484,2019,,18:30,두산5vs2KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1485,2019,,18:30,NC10vs2한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RKNN-RTM-R,대전,-,"0,9"
1486,2019,08.14(수),18:30,키움14vs0LG,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1487,2019,,18:30,삼성vsSK,,,MS-T,T-R,문학,우천취소,"0,9"
1488,2019,,18:30,KT6vs0롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
1489,2019,,18:30,두산1vs4KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1490,2019,,18:30,NC3vs9한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RKNN-RTM-R,대전,-,"0,9"
1491,2019,08.15(목),17:00,LGvs두산,,,SPO-T,,잠실,우천취소,"0,9"
1492,2019,,17:00,삼성vsKT,,,SPO-2T,T-R,수원,우천취소,"0,9"
1493,2019,,17:00,SK7vs6KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1494,2019,,17:00,NC3vs4키움,리뷰,하이라이트,SS-T,KNN-R,고척,-,"0,9"
1495,2019,,18:00,한화5vs11롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1496,2019,08.16(금),18:30,LG4vs7두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
1497,2019,,18:30,한화2vs1롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
1498,2019,,18:30,삼성1vs9KT,리뷰,하이라이트,SPO-2T,T-R,수원,-,"0,9"
1499,2019,,18:30,SK0vs1KIA,리뷰,하이라이트,KN-TK-CMB,,광주,-,"0,9"
1500,2019,,18:30,NC4vs6키움,리뷰,하이라이트,SS-T,KNN-R,고척,-,"0,9"
