,연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고,시리즈
601,2018,07.29(일),18:00,SK3vs4NC,리뷰,하이라이트,MS-T,KNN-RGM-R,마산,-,"0,9"
602,2018,,18:00,한화1vs3두산,리뷰,하이라이트,SS-T,,잠실,-,"0,9"
603,2018,,18:00,KIA1vs13삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
604,2018,,18:00,LG7vs4KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
605,2018,,18:00,롯데4vs3넥센,리뷰,하이라이트,SPO-T,KNN-RPM-R,고척,-,"0,9"
606,2018,07.31(화),18:30,LG2vs6두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
607,2018,,18:30,넥센3vs1SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
608,2018,,18:30,NC4vs4삼성,리뷰,하이라이트,SS-T,T-RKNN-RDM-R,대구,-,"0,9"
609,2018,,18:30,롯데1vs4KIA,리뷰,하이라이트,SPO-2TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
610,2018,,18:30,KT5vs4한화,리뷰,하이라이트,MS-TD-CMB,TJ-RTM-RDK-R,대전,-,"0,9"
611,2018,08.01(수),18:30,LG8vs14두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
612,2018,,18:30,넥센8vs14SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
613,2018,,18:30,NC9vs5삼성,리뷰,하이라이트,SS-T,T-RKNN-RDM-R,대구,-,"0,9"
614,2018,,18:30,롯데1vs8KIA,리뷰,하이라이트,SPO-2TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
615,2018,,18:30,KT3vs4한화,리뷰,하이라이트,MS-TD-CMB,TJ-RTM-RDK-R,대전,-,"0,9"
616,2018,08.02(목),18:30,LG5vs6두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
617,2018,,18:30,넥센4vs3SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
618,2018,,18:30,NC2vs3삼성,리뷰,하이라이트,SS-T,T-RKNN-R,대구,-,"0,9"
619,2018,,18:30,롯데9vs6KIA,리뷰,하이라이트,SPO-2TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
620,2018,,18:30,KT3vs5한화,리뷰,하이라이트,MS-TD-CMB,TJ-RTM-RDK-R,대전,-,"0,9"
621,2018,08.04(토),18:00,SK9vs2LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
622,2018,,18:00,삼성4vs5롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-,"0,9"
623,2018,,18:00,넥센3vs1KT,리뷰,하이라이트,SS-T,,수원,-,"0,9"
624,2018,,18:00,두산5vs13KIA,리뷰,하이라이트,SPO-TK-CMB,KBC-R,광주,-,"0,9"
625,2018,,18:00,NC7vs5한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RKNN-R,대전,-,"0,9"
626,2018,08.05(일),18:00,SK12vs3LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
627,2018,,18:00,삼성8vs2롯데,리뷰,하이라이트,MS-T,T-RKNN-RPM-R,사직,-,"0,9"
628,2018,,18:00,넥센20vs2KT,리뷰,하이라이트,SS-T,,수원,-,"0,9"
629,2018,,18:00,두산3vs6KIA,리뷰,하이라이트,SPO-TK-CMB,KBC-R,광주,-,"0,9"
630,2018,,18:00,NC10vs8한화,리뷰,하이라이트,SPO-2TD-CMB,TJ-RKNN-R,대전,-,"0,9"
631,2018,08.07(화),18:30,KT12vs10NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
632,2018,,18:30,한화4vs6두산,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
633,2018,,18:30,삼성10vs8SK,리뷰,하이라이트,SPO-T,T-R,문학,-,"0,9"
634,2018,,18:30,KIA1vs9넥센,리뷰,하이라이트,KN-T,,고척,-,"0,9"
635,2018,,18:30,LG3vs4롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,울산,-,"0,9"
636,2018,08.08(수),18:30,KT3vs7NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
637,2018,,18:30,한화8vs2두산,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
638,2018,,18:30,삼성0vs12SK,리뷰,하이라이트,SPO-T,T-R,문학,-,"0,9"
639,2018,,18:30,KIA6vs7넥센,리뷰,하이라이트,KN-T,,고척,-,"0,9"
640,2018,,18:30,LG1vs2롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,울산,-,"0,9"
641,2018,08.09(목),18:30,SK3vs6NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
642,2018,,18:30,삼성9vs6LG,리뷰,하이라이트,SS-T,T-R,잠실,-,"0,9"
643,2018,,18:30,두산4vs2KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
644,2018,,18:30,롯데11vs4KIA,리뷰,하이라이트,MS-TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
645,2018,,18:30,넥센16vs5한화,리뷰,하이라이트,KN-T,TJ-R,청주,-,"0,9"
646,2018,08.10(금),18:30,SK12vs8NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
647,2018,,18:30,삼성10vs12LG,리뷰,하이라이트,SS-T,T-R,잠실,-,"0,9"
648,2018,,18:30,두산1vs7KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
649,2018,,18:30,롯데vsKIA,,,MS-TK-CMB,KNN-RPM-RKBC-R,광주,우천취소,"0,9"
650,2018,,18:30,넥센9vs4한화,리뷰,하이라이트,KN-T,TJ-R,청주,-,"0,9"
651,2018,08.11(토),18:00,롯데2vs5두산,리뷰,하이라이트,SPO-T,KNN-RPM-R,잠실,-,"0,9"
652,2018,,18:00,KIA18vs4SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
653,2018,,18:00,NC7vs1삼성,리뷰,하이라이트,SS-T,T-RKNN-R,대구,-,"0,9"
654,2018,,18:00,LG8vs13넥센,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
655,2018,,18:00,KT3vs5한화,리뷰,하이라이트,MS-TD-CMB,TJ-R,대전,-,"0,9"
656,2018,08.12(일),18:00,롯데12vs11두산,리뷰,하이라이트,SPO-T,KNN-RPM-R,잠실,-,"0,9"
657,2018,,18:00,KIA21vs8SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
658,2018,,18:00,NC2vs9삼성,리뷰,하이라이트,SS-T,T-RKNN-R,대구,-,"0,9"
659,2018,,18:00,LG3vs11넥센,리뷰,하이라이트,SPO-2T,,고척,-,"0,9"
660,2018,,18:00,KT4vs5한화,리뷰,하이라이트,MS-TD-CMB,TJ-R,대전,-,"0,9"
661,2018,08.14(화),18:30,SK3vs6두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
662,2018,,18:30,한화4vs9롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
663,2018,,18:30,넥센11vs10삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
664,2018,,18:30,NC0vs10KT,리뷰,하이라이트,SPO-2T,KNN-R,수원,-,"0,9"
665,2018,,18:30,LG8vs14KIA,리뷰,하이라이트,KN-TK-CMB,KBC-R,광주,-,"0,9"
666,2018,08.15(수),18:00,SK12vs2두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
667,2018,,18:00,한화vs롯데,,,MS-T,KNN-RPM-R,사직,우천취소,"0,9"
668,2018,,18:00,넥센3vs2삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
669,2018,,18:00,NC13vs9KT,리뷰,하이라이트,SPO-2T,KNN-R,수원,-,"0,9"
670,2018,,18:00,LG13vs4KIA,리뷰,하이라이트,KN-TK-CMB,KBC-R,광주,-,"0,9"
671,2018,08.16(목),18:30,넥센2vs8두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
672,2018,,18:30,LG14vs3SK,리뷰,하이라이트,SPO-T,,문학,-,"0,9"
673,2018,,18:30,KIA6vs8롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,사직,-,"0,9"
674,2018,,18:30,한화2vs5삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
675,2018,,18:30,NC3vs5KT,리뷰,하이라이트,MS-T,KNN-R,수원,-,"0,9"
676,2018,09.04(화),18:30,삼성5vs3NC,리뷰,하이라이트,KN-T,T-RKNN-RGM-R,마산,-,"0,9"
677,2018,,18:30,KIA10vs5두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
678,2018,,18:30,넥센7vs3SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
679,2018,,18:30,LG3vs4KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
680,2018,,18:30,롯데4vs6한화,리뷰,하이라이트,MS-TD-CMB,TJ-RKNN-RTM-RPM-R,대전,-,"0,9"
681,2018,09.05(수),18:30,삼성5vs3NC,리뷰,하이라이트,KN-T,T-RKNN-RGM-R,마산,-,"0,9"
682,2018,,18:30,KIA1vs14두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
683,2018,,18:30,넥센11vs12SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
684,2018,,18:30,LG4vs3KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
685,2018,,18:30,롯데5vs11한화,리뷰,하이라이트,MS-TD-CMB,TJ-RKNN-RTM-RPM-R,대전,-,"0,9"
686,2018,09.06(목),18:30,NC3vs6LG,리뷰,하이라이트,SPO-T,KNN-R,잠실,-,"0,9"
687,2018,,18:30,두산6vs2삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
688,2018,,18:30,한화9vs2KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
689,2018,,18:30,넥센2vs7KIA,리뷰,하이라이트,MS-TK-CMB,KBC-R,광주,-,"0,9"
690,2018,,18:30,SK0vs10롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,울산,-,"0,9"
691,2018,09.07(금),18:30,NC11vs1LG,리뷰,하이라이트,SPO-T,KNN-R,잠실,-,"0,9"
692,2018,,18:30,두산7vs2삼성,리뷰,하이라이트,KN-T,T-RDM-R,대구,-,"0,9"
693,2018,,18:30,한화4vs12KT,리뷰,하이라이트,SPO-2T,,수원,-,"0,9"
694,2018,,18:30,넥센5vs7KIA,리뷰,하이라이트,MS-TK-CMB,KBC-R,광주,-,"0,9"
695,2018,,18:30,SK3vs0롯데,리뷰,하이라이트,SS-T,KNN-RPM-R,울산,-,"0,9"
696,2018,09.08(토),17:00,롯데1vs7NC,리뷰,하이라이트,SS-T,KNN-RPM-RGM-R,마산,-,"0,9"
697,2018,,17:00,한화1vs5LG,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
698,2018,,17:00,두산3vs0SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
699,2018,,17:00,삼성4vs12KIA,리뷰,하이라이트,SPO-2TK-CMB,T-RKBC-R,광주,-,"0,9"
700,2018,,17:00,KT12vs6넥센,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
701,2018,09.09(일),14:00,롯데3vs11NC,리뷰,하이라이트,SS-T,KNN-RPM-RGM-R,마산,-,"0,9"
702,2018,,14:00,한화5vs8LG,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
703,2018,,14:00,두산2vs14SK,리뷰,하이라이트,KN-T,,문학,-,"0,9"
704,2018,,14:00,삼성6vs5KIA,리뷰,하이라이트,SPO-2TK-CMB,T-RKBC-R,광주,-,"0,9"
705,2018,,14:00,KT4vs6넥센,리뷰,하이라이트,SPO-T,,고척,-,"0,9"
706,2018,09.11(화),18:30,KIA7vs10NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
707,2018,,18:30,넥센3vs1LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
708,2018,,18:30,KT3vs4SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
709,2018,,18:30,두산17vs4롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
710,2018,,18:30,한화8vs7삼성,리뷰,하이라이트,SPO-T,T-R,대구,-,"0,9"
711,2018,09.12(수),18:30,KIA4vs5NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
712,2018,,18:30,넥센4vs5LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
713,2018,,18:30,KT3vs8SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
714,2018,,18:30,두산13vs9롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
715,2018,,18:30,한화7vs3삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
716,2018,09.13(목),18:30,넥센vsNC,,,SS-T,KNN-RGM-R,마산,우천취소,"0,9"
717,2018,,18:30,KT3vs10두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
718,2018,,18:30,KIAvs롯데,,,SPO-T,KNN-RPM-R,사직,우천취소,"0,9"
719,2018,,18:30,LG6vs5삼성,리뷰,하이라이트,MS-T,T-RDM-R,대구,-,"0,9"
720,2018,,18:30,SK2vs1한화,리뷰,하이라이트,SPO-2T,TJ-R,청주,-,"0,9"
721,2018,09.14(금),18:30,넥센3vs7NC,리뷰,하이라이트,SS-T,KNN-RGM-R,마산,-,"0,9"
722,2018,,18:30,KT2vs7두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
723,2018,,18:30,KIA9vs5롯데,리뷰,하이라이트,SPO-T,KNN-RPM-R,사직,-,"0,9"
724,2018,,18:30,LG1vs6삼성,리뷰,하이라이트,MS-T,T-R,대구,-,"0,9"
725,2018,,18:30,SK7vs5한화,리뷰,하이라이트,SPO-2T,TJ-R,청주,-,"0,9"
726,2018,09.15(토),17:00,NC13vs7두산,리뷰,하이라이트,SS-T,KNN-R,잠실,-,"0,9"
727,2018,,17:00,넥센6vs5롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
728,2018,,17:00,삼성7vs5KT,리뷰,하이라이트,MS-T,T-R,수원,-,"0,9"
729,2018,,17:00,SK2vs4KIA,리뷰,하이라이트,SPO-2TK-CMB,KBC-R,광주,-,"0,9"
730,2018,,17:00,LG12vs4한화,리뷰,하이라이트,SPO-TD-CMB,,대전,-,"0,9"
731,2018,09.16(일),14:00,NC1vs5두산,리뷰,하이라이트,SS-T,KNN-R,잠실,-,"0,9"
732,2018,,14:00,넥센2vs0롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
733,2018,,14:00,삼성2vs4KT,리뷰,하이라이트,MS-T,T-R,수원,-,"0,9"
734,2018,,14:00,SK6vs7KIA,리뷰,하이라이트,SPO-2TK-CMB,KBC-R,광주,-,"0,9"
735,2018,,14:00,LG1vs5한화,리뷰,하이라이트,SPO-TD-CMB,,대전,-,"0,9"
736,2018,09.18(화),18:30,한화3vs10NC,리뷰,하이라이트,SPO-T,KNN-RGM-R,마산,-,"0,9"
737,2018,,18:30,롯데4vs1LG,리뷰,하이라이트,SPO-2T,KNN-RPM-R,잠실,-,"0,9"
738,2018,,18:30,KIA18vs3삼성,리뷰,하이라이트,SS-T,T-RDM-R,대구,-,"0,9"
739,2018,,18:30,SK5vs9KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
740,2018,,18:30,두산7vs10넥센,리뷰,하이라이트,MS-T,,고척,-,"0,9"
741,2018,09.19(수),18:30,한화7vs4NC,리뷰,하이라이트,SPO-T,KNN-RGM-R,마산,-,"0,9"
742,2018,,18:30,롯데15vs11LG,리뷰,하이라이트,SPO-2T,KNN-RPM-R,잠실,-,"0,9"
743,2018,,18:30,KIA8vs9삼성,리뷰,하이라이트,SS-T,T-RDM-R,대구,-,"0,9"
744,2018,,18:30,SK18vs8KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
745,2018,,18:30,두산4vs5넥센,리뷰,하이라이트,MS-T,,고척,-,"0,9"
746,2018,09.20(목),18:30,두산9vs3LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
747,2018,,18:30,한화8vs2SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
748,2018,,18:30,KT10vs11롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
749,2018,,18:30,NC6vs7KIA,리뷰,하이라이트,SPO-TK-CMB,KNN-RKBC-R,광주,-,"0,9"
750,2018,,18:30,삼성2vs3넥센,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
751,2018,09.21(금),18:30,두산10vs3LG,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
752,2018,,18:30,한화4vs5SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
753,2018,,18:30,KTvs롯데,,,KN-T,KNN-RPM-R,사직,우천취소,"0,9"
754,2018,,18:30,NC4vs6KIA,리뷰,하이라이트,SPO-TK-CMB,KNN-RKBC-R,광주,-,"0,9"
755,2018,,18:30,삼성10vs3넥센,리뷰,하이라이트,MS-T,T-R,고척,-,"0,9"
756,2018,09.22(토),17:00,두산13vs10NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
757,2018,,17:00,KT6vs1LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
758,2018,,17:00,롯데5vs2삼성,리뷰,하이라이트,SPO-T,T-RKNN-RPM-R,대구,-,"0,9"
759,2018,,17:00,SK2vs8넥센,리뷰,하이라이트,MS-T,,고척,-,"0,9"
760,2018,,17:00,KIA11vs5한화,리뷰,하이라이트,SS-TD-CMB,,대전,-,"0,9"
761,2018,09.23(일),14:00,두산3vs4NC,리뷰,하이라이트,SPO-2T,KNN-RGM-R,마산,-,"0,9"
762,2018,,14:00,KT4vs5LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
763,2018,,14:00,롯데2vs5삼성,리뷰,하이라이트,SPO-T,T-RKNN-RPM-R,대구,-,"0,9"
764,2018,,14:00,SK0vs4넥센,리뷰,하이라이트,MS-T,,고척,-,"0,9"
765,2018,,14:00,KIA6vs8한화,리뷰,하이라이트,SS-TD-CMB,,대전,-,"0,9"
766,2018,09.25(화),14:00,넥센2vs13두산,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
767,2018,,14:00,LG7vs16SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
768,2018,,14:00,NC7vs8롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
769,2018,,14:00,KIA9vs7KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
770,2018,,14:00,삼성8vs1한화,리뷰,하이라이트,SS-TD-CMB,T-R,대전,-,"0,9"
771,2018,09.26(수),14:00,넥센8vs9두산,리뷰,하이라이트,MS-T,,잠실,-,"0,9"
772,2018,,14:00,LG2vs5SK,리뷰,하이라이트,SPO-2T,,문학,-,"0,9"
773,2018,,14:00,NC7vs10롯데,리뷰,하이라이트,KN-T,KNN-RPM-R,사직,-,"0,9"
774,2018,,14:00,KIA2vs9KT,리뷰,하이라이트,SPO-T,,수원,-,"0,9"
775,2018,,14:00,삼성4vs8한화,리뷰,하이라이트,SS-TD-CMB,T-R,대전,-,"0,9"
776,2018,09.27(목),18:30,KIA1vs9LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
777,2018,,18:30,NC4vs11SK,리뷰,하이라이트,MS-T,KNN-R,문학,-,"0,9"
778,2018,,18:30,KT6vs7삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
779,2018,,18:30,롯데8vs6넥센,리뷰,하이라이트,SPO-2T,KNN-RPM-R,고척,-,"0,9"
780,2018,,18:30,두산6vs9한화,리뷰,하이라이트,SS-TD-CMB,TJ-RTM-RDK-R,대전,-,"0,9"
781,2018,09.28(금),18:30,KIA6vs2LG,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
782,2018,,18:30,NC2vs6SK,리뷰,하이라이트,MS-T,KNN-R,문학,-,"0,9"
783,2018,,18:30,KT5vs5삼성,리뷰,하이라이트,SPO-T,T-RDM-R,대구,-,"0,9"
784,2018,,18:30,롯데8vs9넥센,리뷰,하이라이트,SPO-2T,KNN-RPM-R,고척,-,"0,9"
785,2018,,18:30,두산4vs5한화,리뷰,하이라이트,SS-TD-CMB,TJ-RTM-RDK-R,대전,-,"0,9"
786,2018,09.29(토),17:00,LG8vs9두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
787,2018,,17:00,SK3vs9삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
788,2018,,17:00,롯데8vs3KT,리뷰,하이라이트,SPO-2T,KNN-RPM-R,수원,-,"0,9"
789,2018,,17:00,한화3vs4KIA,리뷰,하이라이트,KN-TK-CMB,KBC-R,광주,-,"0,9"
790,2018,,17:00,NC5vs6넥센,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
791,2018,09.30(일),14:00,LG1vs7두산,리뷰,하이라이트,SPO-T,,잠실,-,"0,9"
792,2018,,14:00,SK8vs4삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
793,2018,,14:00,롯데8vs7KT,리뷰,하이라이트,SPO-2T,KNN-RPM-R,수원,-,"0,9"
794,2018,,14:00,한화4vs6KIA,리뷰,하이라이트,KN-TK-CMB,KBC-R,광주,-,"0,9"
795,2018,,14:00,NC2vs8넥센,리뷰,하이라이트,MS-T,KNN-R,고척,-,"0,9"
796,2018,10.02(화),18:30,KT6vs10LG,리뷰,하이라이트,KN-TMS-T,,잠실,-,"0,9"
797,2018,,18:30,롯데8vs6SK,리뷰,하이라이트,SPO-TSPO-2T,KNN-RPM-R,문학,-,"0,9"
798,2018,,18:30,NC6vs5KIA,리뷰,하이라이트,SS-TK-CMB,KNN-RKBC-R,광주,-,"0,9"
799,2018,10.03(수),14:00,KT4vs3LG,리뷰,하이라이트,KN-TMS-T,,잠실,-,"0,9"
800,2018,,14:00,KIA5vs20삼성,리뷰,하이라이트,SS-T,T-R,대구,-,"0,9"
801,2018,,14:00,롯데6vs7한화,리뷰,하이라이트,SPO-TSPO-2TD-CMB,KNN-RTM-RPM-R,대전,-,"0,9"
802,2018,10.04(목),18:30,KIA7vs3SK,리뷰,하이라이트,KN-TSS-T,,문학,-,"0,9"
803,2018,,18:30,롯데7vs2한화,리뷰,하이라이트,MS-TSPO-TSPO-2TD-CMB,KNN-RTM-RPM-R,대전,-,"0,9"
804,2018,10.05(금),18:30,KIAvsSK,,,KN-TMS-T,,문학,우천취소,"0,9"
805,2018,,18:30,두산vs롯데,,,SS-TSPO-TSPO-2T,KNN-RPM-R,사직,우천취소,"0,9"
806,2018,10.06(토),15:00,KIA8vs4SK,리뷰,하이라이트,KN-TSS-TSPO-2T,,문학,-,"0,9"
807,2018,,17:00,넥센5vs6NC,리뷰,하이라이트,SPO-T,KNN-RGM-R,마산,-,"0,9"
808,2018,,17:00,LG3vs1두산,리뷰,하이라이트,KN-T,,잠실,-,"0,9"
809,2018,,17:00,한화5vs8롯데,리뷰,하이라이트,MS-T,KNN-RPM-R,사직,-,"0,9"
810,2018,,17:00,삼성1vs6KT,리뷰,하이라이트,SS-T,T-R,수원,-,"0,9"
811,2018,,,KIA5vs7SK,리뷰,하이라이트,,,문학,-,"0,9"
812,2018,10.07(일),14:00,롯데8vs2NC,리뷰,하이라이트,KN-TSS-TSPO-T,KNN-RPM-RGM-R,마산,-,"0,9"
813,2018,,14:00,KIA4vs7두산,리뷰,하이라이트,MS-TSPO-2T,,잠실,-,"0,9"
814,2018,10.09(화),14:00,삼성8vs4SK,리뷰,하이라이트,MS-TSPO-TSPO-2T,T-R,문학,-,"0,9"
815,2018,,14:00,KIA10vs11롯데,리뷰,하이라이트,S-T,KNN-RPM-R,사직,-,"0,9"
816,2018,,14:00,한화10vs6KT,리뷰,하이라이트,KN-TSS-T,,수원,-,"0,9"
817,2018,10.10(수),15:00,KT10vs1롯데,리뷰,하이라이트,KN-TMS-TSS-TSPO-TSPO-2T,KNN-RPM-R,사직,-,"0,9"
818,2018,,18:22,KT7vs0롯데,리뷰,하이라이트,SS-TSPO-T,KNN-RPM-R,사직,-,"0,9"
819,2018,,18:30,SK12vs5두산,리뷰,하이라이트,KN-TSPO-2T,,잠실,-,"0,9"
820,2018,,18:30,한화1vs6KIA,리뷰,하이라이트,MS-TK-CMB,KBC-R,광주,-,"0,9"
821,2018,10.11(목),18:30,SK3vs8두산,리뷰,하이라이트,KN-TMS-TSS-T,,잠실,-,"0,9"
822,2018,,18:30,롯데4vs0KIA,리뷰,하이라이트,SPO-TSPO-2TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
823,2018,10.12(금),18:30,NC2vs13두산,리뷰,하이라이트,MS-TSPO-2T,KNN-R,잠실,-,"0,9"
824,2018,,18:30,넥센10vs5KT,리뷰,하이라이트,KN-T,,수원,-,"0,9"
825,2018,,18:30,롯데4vs6KIA,리뷰,하이라이트,SPO-TK-CMB,KNN-RPM-RKBC-R,광주,-,"0,9"
826,2018,10.13(토),17:00,KT4vs3두산,리뷰,하이라이트,SPO-2T,,잠실,-,"0,9"
827,2018,,17:00,LG3vs2SK,리뷰,하이라이트,SS-T,,문학,-,"0,9"
828,2018,,17:00,넥센5vs12삼성,리뷰,하이라이트,KN-T,T-R,대구,-,"0,9"
829,2018,,17:00,롯데5vs1KIA,리뷰,하이라이트,SPO-T,KNN-RPM-RKBC-R,광주,-,"0,9"
830,2018,,17:00,NC8vs10한화,리뷰,하이라이트,MS-TD-CMB,KNN-R,대전,-,"0,9"
831,2018,10.14(일),14:00,두산5vs1롯데,리뷰,하이라이트,SPO-2T,KNN-RPM-R,사직,-,"0,9"
832,2018,"0,9",,,,,,,,,
833,2018,"0,9",,,,,,,,,
834,2019,10.03(목),14:00,NC1vs3LG,리뷰,하이라이트,S-T,,잠실,-,"3,4,5,7"
835,2019,10.05(토),,,,,,,,이동일,"3,4,5,7"
836,2019,10.06(일),14:00,LG0vs1키움,리뷰,하이라이트,M-T,,고척,-,"3,4,5,7"
837,2019,10.07(월),18:30,LG4vs5키움,리뷰,하이라이트,M-T,,고척,-,"3,4,5,7"
838,2019,10.08(화),,,,,,,,이동일,"3,4,5,7"
839,2019,10.09(수),14:00,키움2vs4LG,리뷰,하이라이트,K-2T,,잠실,-,"3,4,5,7"
840,2019,10.10(목),18:30,키움10vs5LG,리뷰,하이라이트,S-T,,잠실,-,"3,4,5,7"
841,2019,10.13(일),,,,,,,,이동일,"3,4,5,7"
842,2019,10.14(월),18:30,키움3vs0SK,리뷰,하이라이트,K-2T,,문학,-,"3,4,5,7"
843,2019,10.15(화),18:30,키움8vs7SK,리뷰,하이라이트,MS-TSS-TSPO-T,,문학,-,"3,4,5,7"
844,2019,10.16(수),,,,,,,,이동일,"3,4,5,7"
845,2019,10.17(목),18:30,SK1vs10키움,리뷰,하이라이트,S-T,,고척,-,"3,4,5,7"
846,2019,10.21(월),,,,,,,,이동일,"3,4,5,7"
847,2019,10.22(화),18:30,키움6vs7두산,리뷰,하이라이트,K-2T,,잠실,-,"3,4,5,7"
848,2019,10.23(수),18:30,키움5vs6두산,리뷰,하이라이트,S-T,,잠실,-,"3,4,5,7"
849,2019,10.24(목),,,,,,,,이동일,"3,4,5,7"
850,2019,10.25(금),18:30,두산5vs0키움,리뷰,하이라이트,M-T,,고척,-,"3,4,5,7"
851,2019,10.26(토),14:00,두산11vs9키움,리뷰,하이라이트,K-2T,,고척,-,"3,4,5,7"
852,2019,03.14(토),13:00,두산vs삼성,,,,,대구,기타,1
853,2019,,13:00,LGvsNC,,,,,창원,기타,1
854,2019,,13:00,롯데vsKIA,,,,,광주,기타,1
855,2019,,13:00,KTvs키움,,,,,고척,기타,1
